,MedHouseVal
34115,1.426
30082,1.837
20554,3.622
20896,1.475
7881,1.044
18555,1.667
19083,0.925
925,2.346
15447,1.823
31279,3.084
16135,2.894
35471,1.598
27179,2.131
10429,1.875
5531,1.478
6021,1.444
4490,1.643
5923,2.898
9054,0.742
939,2.644
6541,1.715
19634,0.875
2269,4.359
16537,1.125
30784,2.201
10962,1.748
24529,3.116
35715,1.603
14558,2.625
4410,2.531
4029,3.109
36635,3.875
19555,0.608
28279,2.258
36735,2.111
30316,1.603
9798,3.453
5265,1.472
29275,1.964
12879,2.952
17069,1.863
9913,3.772
30857,2.15
13912,1.031
10290,3.5
223,2.905
18396,1.292
2211,1.201
27396,2.072
21431,1.489
37018,4.847
21518,1.764
18534,0.683
17546,1.679
18047,0.67
34990,1.978
20680,2.43
27521,1.623
20702,1.198
36370,3.25
360,0.836
16957,0.706
34850,2.922
20212,2.324
5232,1.098
25033,5.00001
29614,0.815
30151,1.734
22303,1.344
36524,3.049
23875,3.691
2958,1.741
10987,3.63
33763,1.93
3938,3.627
8330,1.838
9603,2.0
35509,1.169
4071,2.239
13794,0.809
2260,0.746
15674,2.339
6963,3.0
26803,1.53
34569,0.881
32376,1.159
33159,3.833
31705,0.854
338,1.203
34730,0.98
14444,1.142
16779,1.568
7614,3.546
33973,2.276
30920,1.62
27884,0.513
22861,1.954
14471,2.637
22897,1.802
29515,0.654
3248,2.618
19274,2.128
1050,1.599
25129,3.426
4900,1.257
32344,1.166
28201,1.44
14650,1.137
30863,1.714
17630,4.062
26045,1.1
23908,2.307
582,4.628
29406,0.8
8645,1.164
4914,1.96
9621,1.0
5157,1.447
19034,2.616
8967,1.863
21535,2.041
8761,3.218
3944,3.355
4293,2.404
15036,0.918
23815,2.518
34584,1.555
13316,2.489
9581,1.953
13565,4.42
14243,2.847
4321,2.492
19560,2.14
15334,1.397
5752,0.949
24135,2.09
885,2.757
5355,1.375
10899,1.438
4155,1.213
5036,0.844
9878,1.566
7608,1.593
37132,1.856
15769,2.803
4569,5.00001
8223,1.514
25440,2.55
23638,0.78
28128,1.557
32184,3.223
20211,2.23
12202,1.125
13432,5.00001
8957,1.373
15512,1.137
20929,2.646
19287,1.27
33204,1.104
20874,0.987
34370,1.877
11740,1.406
33060,0.868
3514,2.28
26258,0.548
22183,1.344
8682,3.047
3035,2.095
1854,1.43
23125,1.86
35087,2.4
30370,1.445
30897,1.641
7397,1.176
13542,0.838
10230,1.391
28875,1.857
11941,2.133
14514,1.695
21844,1.59
28849,0.711
10358,4.259
6410,3.442
23034,3.561
2316,0.957
17269,3.588
13079,2.575
2057,1.588
8885,0.565
4009,1.413
5209,1.994
36272,1.975
33394,0.929
18610,4.054
14958,2.554
8974,1.008
5836,1.118
12328,1.607
26909,2.757
27322,2.216
36829,2.183
10736,1.0
7465,5.00001
8356,2.07
19667,0.929
10285,1.105
17093,2.6
28540,1.702
3799,1.742
9993,2.14
27862,1.195
9001,4.0
28209,1.227
8455,1.352
24997,1.644
35041,1.116
29430,3.859
22352,5.00001
16388,1.319
29518,2.25
28485,1.955
31796,0.675
35461,3.464
22537,3.119
25809,0.905
2732,0.635
34312,1.959
33578,0.858
36053,0.942
28443,1.678
18880,1.92
10924,1.543
13419,1.732
24922,4.228
14227,1.906
2639,5.00001
34453,2.231
5303,2.682
31960,2.962
26044,1.345
34709,1.294
19820,2.779
14454,1.816
6469,2.49
26429,1.667
4461,0.773
37006,0.635
14015,1.004
22162,1.74
12648,0.908
12369,1.676
27208,1.832
29561,0.813
12055,1.907
21054,2.688
35618,3.04
23430,1.953
34985,1.632
4061,0.886
16712,2.948
10746,2.573
4241,2.25
34071,1.897
21245,2.383
8532,4.347
23921,0.568
32333,2.347
12858,0.654
36355,0.991
16132,2.947
6763,1.922
33428,1.6
36642,2.309
3411,1.631
18214,5.00001
34529,2.181
24412,0.996
6975,5.00001
34265,1.266
17646,1.521
15605,0.692
32364,3.986
28363,1.298
8540,1.976
2197,1.491
10985,0.509
12246,1.752
783,2.018
25565,1.861
28083,4.359
17122,4.721
16473,1.213
35690,0.948
5069,1.727
9482,0.895
13319,1.568
7386,3.289
36110,2.551
25978,1.29
33272,2.239
16024,1.067
2456,5.00001
12849,0.769
11326,5.00001
19575,0.936
775,1.143
1249,5.00001
34595,1.821
27483,1.86
31958,1.356
27050,2.125
10533,1.36
13783,1.35
7973,1.813
36451,3.197
5956,1.995
2233,1.53
8507,2.625
11411,1.083
34814,1.772
32230,1.173
8216,1.725
4444,1.526
27072,1.849
20720,1.188
10891,1.317
31482,4.358
11845,2.446
34471,0.518
7186,1.985
30026,2.431
27222,0.951
33706,2.664
18803,2.833
25752,1.043
6581,1.064
3023,3.116
1057,2.75
110,1.134
1236,2.38
28847,1.083
17779,4.773
15,2.25
7931,5.00001
2406,1.319
22096,2.61
11301,1.091
5603,1.318
19507,2.177
35952,3.924
18453,2.25
4787,1.655
28933,1.75
11594,1.5
12249,1.655
17451,2.244
15178,3.35
35514,1.185
12633,1.188
2393,2.75
18409,3.015
26507,5.00001
17583,1.283
25210,2.667
31480,3.445
16006,1.042
6249,1.283
15950,0.718
34207,2.469
19214,2.945
25698,3.079
36568,5.00001
7496,2.315
17039,2.368
15009,2.759
3338,2.964
34009,1.761
23802,0.982
25938,1.406
9199,1.607
23918,1.196
12634,0.932
28354,3.6
673,2.865
20943,3.552
32058,2.537
26022,2.697
33298,1.567
24397,2.529
32202,0.759
30550,1.576
30284,2.494
31165,3.183
33762,2.38
3344,1.886
27355,1.325
1861,3.337
30415,3.018
32056,1.684
26539,1.539
35132,2.146
21230,3.203
30455,3.254
4585,0.675
29596,2.939
11955,1.297
11257,4.025
6337,1.463
19217,2.966
10143,3.0
24564,0.686
7357,1.714
17978,1.467
14587,2.02
9498,1.239
7522,1.119
29725,1.073
6436,0.844
13899,3.5
9697,0.535
3414,0.788
13652,3.375
11876,1.206
6949,3.181
13008,0.83
34003,1.635
27500,1.33
27017,2.446
23197,2.619
25022,2.766
24847,0.95
12229,1.971
16815,5.00001
30481,1.952
33326,2.0
3888,1.898
27681,0.3
17463,1.67
13582,1.333
16116,2.692
14162,1.085
23137,2.298
1920,1.755
316,3.294
29150,2.214
13291,1.158
5134,3.433
26932,3.385
31985,0.93
15418,2.31
26043,2.917
16429,0.603
35478,4.17
3792,2.557
25235,2.636
2685,1.355
16056,1.875
3421,1.426
12070,2.063
27248,2.0
18343,1.528
21660,2.367
12826,1.5
21805,1.08
35779,1.612
32783,4.93
13235,0.893
25042,1.33
32398,4.908
6456,2.119
34552,2.153
31231,3.59
27663,0.675
30915,1.207
32073,1.435
11828,1.017
8105,3.447
10986,1.625
15577,1.141
3920,0.965
8422,0.826
5586,0.719
13156,1.0
36270,1.038
17714,1.493
34539,3.403
26596,5.00001
33709,1.05
36781,1.947
36421,1.708
15928,0.74
18066,2.792
29733,0.923
23376,2.186
21553,1.392
12855,0.593
23517,1.292
5758,0.691
21099,1.434
18665,0.463
7934,1.592
19515,2.575
11184,2.589
25599,0.637
32894,1.563
31682,1.679
19229,3.434
23310,1.263
36700,4.333
14779,0.995
13366,1.125
7199,0.534
31308,2.46
30997,1.265
16422,1.667
18379,1.265
2089,1.449
22849,3.608
15676,2.751
3462,0.746
10660,1.796
12026,1.344
18767,0.585
8275,5.00001
33128,1.15
24482,4.026
32766,1.375
4171,2.979
21784,1.904
28615,1.904
1427,2.38
30524,3.78
17025,4.179
17841,2.82
8170,1.044
219,1.362
19962,0.777
1474,1.313
13359,1.85
29766,3.993
34932,1.767
35937,2.404
21617,1.428
11573,1.984
30158,2.083
33901,5.00001
18894,3.375
13585,2.098
20183,1.723
7384,2.085
7766,4.5
6023,1.993
21967,4.306
20549,0.729
19482,2.123
33032,2.083
32663,1.568
12149,1.004
7303,1.327
25148,1.625
1318,1.71
18786,2.921
35038,1.2
20659,3.147
30132,2.371
22639,3.05
21591,2.518
23821,0.55
23053,1.928
31731,2.505
6772,3.3
28985,0.544
35674,1.71
5601,1.031
31045,4.104
21631,1.305
35947,1.319
19495,1.475
20278,0.939
5583,1.426
14006,5.00001
4124,0.925
11260,2.75
16448,0.804
14068,0.55
7957,1.634
15056,1.923
10357,0.807
7770,0.917
20882,0.647
12831,1.135
32664,3.221
27501,2.0
34179,0.832
3627,1.036
29961,2.23
469,0.863
10600,4.5
1214,1.798
30073,1.63
28574,1.658
27850,3.068
24344,1.039
15231,2.013
35141,1.86
24387,3.286
5867,2.667
3729,0.858
3443,4.541
9348,2.05
1569,2.167
21186,2.013
21330,1.568
27413,1.143
33860,0.654
15934,0.779
19268,0.906
8128,2.4
18342,1.631
4331,4.31
32022,4.515
1881,3.149
16524,2.19
26590,1.862
7877,3.615
17705,1.333
15354,1.838
34305,3.389
15459,2.375
1142,5.00001
32114,3.352
4429,1.773
30395,1.583
26390,1.719
34976,1.5
32302,1.625
29888,1.215
18992,1.575
36618,1.462
32682,2.193
29730,3.143
30251,1.952
4406,0.638
18917,1.924
27031,0.951
7313,2.905
3079,2.183
33924,1.427
9844,2.484
2993,1.938
33979,1.402
33328,1.159
13575,1.256
32291,1.996
10454,3.615
36665,1.892
8496,3.134
3743,2.702
29703,1.26
464,1.591
17604,2.464
35542,5.00001
21453,4.125
5148,2.53
13687,3.223
16096,5.00001
20261,2.913
11274,0.913
2155,5.00001
11107,3.126
1245,0.623
21921,1.813
20297,1.853
31758,1.091
19189,1.92
11331,2.225
35458,1.316
32297,1.641
1470,2.208
9647,1.257
18790,1.367
11375,4.955
14270,1.757
13558,2.0
3968,1.241
31543,3.237
17222,1.692
32157,5.00001
12509,1.692
13253,0.751
10777,2.092
9079,2.65
386,1.415
9525,1.044
7542,2.127
16123,1.288
17338,2.776
6783,0.498
394,2.078
8857,2.333
14662,5.00001
29964,3.222
26734,1.924
30108,2.781
503,2.18
3501,4.585
23152,5.00001
4163,2.376
10466,1.739
3679,1.194
20378,3.8
24784,2.38
32007,5.00001
20165,3.36
3660,0.344
22135,4.091
21129,5.00001
3230,0.974
25388,0.854
4211,2.046
11464,0.751
3198,0.547
22472,2.534
14191,1.869
13117,1.887
2181,2.198
36435,5.00001
18201,4.592
16536,2.398
21980,2.595
18498,2.109
28722,1.297
16784,1.612
28518,2.836
33047,0.861
16280,2.289
2825,1.595
625,5.00001
33840,1.669
36438,0.941
5955,0.567
8649,1.944
1392,3.692
5050,0.875
6211,2.394
2291,0.8
21467,1.264
21026,0.878
7336,2.958
18892,2.432
4455,2.256
18044,2.855
6302,1.602
8257,0.538
34364,1.019
7906,4.085
25381,0.555
462,1.879
8031,0.77
34760,3.074
23304,1.846
7139,1.673
2776,2.15
8158,2.349
23331,1.469
10693,2.296
31792,1.333
21872,2.436
18327,2.295
11336,1.85
31276,3.22
34306,2.135
6548,1.625
28565,3.979
12795,0.67
31115,2.347
12571,1.678
34893,2.419
7193,1.962
19114,3.313
18503,1.24
28956,1.514
2785,3.552
20941,0.932
6774,5.00001
34446,2.841
27814,1.165
31742,1.607
25660,2.239
32108,2.037
34853,2.432
33334,1.375
356,0.536
16032,0.818
22594,1.37
29090,1.134
32377,2.961
34715,2.028
253,2.083
30168,1.823
6346,3.167
34233,1.418
26791,2.083
4892,3.353
17820,3.041
29221,1.125
36456,1.997
32008,0.938
34030,3.183
11090,0.945
36086,1.13
32384,1.602
28570,1.565
5886,4.569
15826,0.813
16603,1.406
30655,2.6
27973,3.839
8534,5.00001
20992,4.393
15699,1.706
26728,1.964
21485,1.169
32029,1.906
30181,1.327
26420,3.508
892,1.814
20360,2.243
23584,2.15
27089,0.956
4472,1.375
19967,5.00001
21071,2.516
23610,5.00001
9570,1.241
18865,2.985
3690,1.625
27972,0.913
25550,1.041
31725,5.00001
4384,2.75
4667,2.618
28198,0.55
30926,3.5
8753,3.742
24363,0.916
20084,0.616
15913,1.836
8053,1.674
31388,0.598
12868,2.102
21744,3.147
22915,1.728
34762,1.701
4741,1.951
2392,0.694
32100,0.896
32575,0.69
14230,0.58
32637,2.089
18373,1.833
11853,2.72
17954,0.675
7669,5.00001
2828,2.429
4484,1.976
10626,0.7
30603,1.24
35753,1.639
36362,0.632
16264,1.982
4797,1.406
22949,2.735
14674,1.721
9370,2.854
11273,1.092
33194,2.367
36566,1.575
30320,2.904
3785,1.356
9521,1.444
12566,2.5
15747,3.125
5254,0.936
7826,0.682
13833,2.265
4689,1.324
34162,1.684
13835,1.565
30350,2.357
15803,4.373
7899,0.695
23151,1.621
24579,1.43
20786,5.00001
19730,2.384
108,5.00001
10443,2.613
11229,1.966
31727,2.534
4644,2.76
9410,1.76
28914,3.294
20696,1.568
10445,1.239
30962,0.869
12049,2.875
23287,4.2
4099,3.184
7490,3.259
34834,1.594
7482,3.302
15625,3.226
20653,1.625
34870,1.375
31978,2.318
31167,4.176
19446,1.382
747,0.844
15689,3.638
27218,2.352
15343,2.239
15154,1.577
12350,1.898
17797,1.178
26752,1.415
11694,2.018
25884,0.733
15777,1.161
15269,1.445
34296,1.354
25909,1.65
23553,0.934
27554,2.024
23098,1.716
14415,0.955
5502,3.181
31875,3.601
34206,1.506
17916,1.54
26099,2.297
31175,1.597
9825,2.278
4199,3.504
16312,1.014
5598,1.939
28830,5.00001
24891,1.663
11182,2.657
15428,1.918
26294,2.017
19856,4.708
31629,1.993
36556,3.689
2697,0.683
10222,5.00001
4287,3.72
33365,0.625
6931,2.012
14875,0.795
20830,0.938
16728,0.903
6303,2.045
27883,1.125
14061,1.7
1714,3.854
33877,1.802
9600,1.594
11342,3.165
16332,1.375
31067,0.703
34041,5.00001
15235,0.605
4008,2.365
33176,1.385
21550,0.922
12225,0.875
31819,0.654
25255,2.118
21251,0.854
33804,4.357
8184,1.764
12508,5.00001
6464,0.875
9473,2.268
16904,2.239
9062,4.541
1244,2.045
22804,2.152
25470,1.547
16460,3.691
17042,4.955
812,1.759
34360,1.958
32486,2.572
11678,1.089
14409,0.551
31982,3.591
25118,2.071
23885,0.83
26790,3.297
29775,1.137
19050,2.418
22911,0.893
17890,0.689
34633,4.01
15847,2.368
9889,5.00001
35248,1.969
126,1.541
22784,0.656
15722,1.96
15895,1.694
257,0.944
909,2.302
16229,2.328
18594,1.18
7645,2.142
21543,1.52
9966,2.296
12166,1.095
21948,3.325
258,1.554
31006,4.585
23437,0.595
29625,5.00001
4903,1.403
2058,2.616
15278,1.854
2608,5.00001
10447,0.698
9701,1.835
28939,1.308
14960,0.773
11436,0.542
6678,3.441
18054,1.81
13238,1.25
5866,1.125
6711,1.65
9115,1.0
2930,1.356
9576,1.313
22365,1.219
27711,3.468
17262,1.177
9960,2.242
7535,1.264
36552,1.125
35217,1.622
17872,3.14
20339,2.05
28021,1.824
17469,1.687
13699,1.549
5440,5.00001
19292,3.217
7661,3.417
24661,2.382
35103,1.034
6860,2.312
11653,2.489
3848,1.151
7845,2.272
20699,2.099
30598,1.92
10268,3.837
13939,0.965
445,2.07
28022,1.952
36433,1.677
18008,2.79
5756,5.00001
32508,1.712
32929,0.85
28842,0.794
21551,1.979
1733,1.783
19491,1.271
30772,3.981
28076,0.955
6242,0.275
15981,1.46
29457,2.408
26034,2.48
9747,2.25
20066,1.157
30086,0.933
24755,1.342
33457,2.075
7586,1.9
30883,1.986
3386,2.583
11796,0.609
22878,1.669
2166,4.047
21862,2.257
31856,2.169
31953,0.872
15002,0.743
35388,3.435
9756,1.341
25679,2.153
28151,2.682
17564,1.667
12041,3.674
19827,2.705
533,1.39
4271,3.883
27156,0.987
9616,2.063
31161,3.413
19249,0.96
22600,1.505
28857,2.571
24140,0.745
7467,0.78
23379,3.313
37128,1.933
30482,1.438
27485,2.574
10483,1.451
27185,0.772
27769,1.036
26777,5.00001
31364,1.681
22302,0.667
30010,2.688
27721,4.048
31302,0.857
14379,4.433
2229,0.759
21602,2.268
10606,0.718
8498,1.955
18563,5.00001
19197,1.382
35474,1.426
5666,2.161
7168,1.368
24083,1.098
3928,1.809
18722,1.888
29078,1.582
6846,1.899
31374,2.148
4424,1.183
9569,1.533
19126,1.583
21315,2.582
10979,5.00001
2617,1.401
10118,2.171
13148,2.724
16015,2.125
36537,2.675
29351,1.316
33808,1.306
31208,1.625
20329,2.894
27686,1.593
32265,1.153
11984,1.535
30348,2.825
28449,2.252
4550,2.917
16118,1.526
15656,2.583
21697,0.825
6690,2.331
11937,1.336
1638,1.917
21841,1.636
15457,1.832
10765,0.832
22832,1.14
7041,2.682
20986,2.476
20727,3.308
2194,1.246
27080,1.463
20700,0.918
26191,1.859
13756,0.948
25184,1.053
2000,0.748
22294,3.539
34299,0.942
1770,1.611
10099,2.125
14000,3.468
13998,2.471
27386,1.38
729,3.461
7087,1.118
22864,3.289
10307,1.918
15983,2.038
9117,2.258
15482,1.651
11830,2.429
17786,0.588
799,1.725
2806,5.00001
11220,2.78
17501,1.332
9854,1.993
455,0.673
3488,0.997
27679,1.174
34106,1.313
29533,3.408
29071,1.726
26488,1.375
17649,3.459
30433,1.141
22519,1.788
34250,2.482
14860,0.675
28237,1.772
5558,1.517
15822,2.302
16833,1.668
18905,1.2
16669,1.607
16045,1.521
13829,0.643
23414,1.516
3400,0.855
24033,1.606
28291,5.00001
36051,1.519
7244,1.818
27754,2.883
3619,0.953
15606,5.00001
7158,3.772
30852,3.0
1416,3.913
23993,1.828
25375,1.953
36045,1.125
32304,0.864
3104,3.734
20739,1.445
11129,1.0
15608,4.583
34252,4.318
8535,5.00001
9239,3.813
23061,2.206
26169,1.667
14930,1.493
24592,3.31
33522,5.00001
2677,1.875
73,1.875
16992,2.488
20231,0.647
24116,0.716
18748,2.706
12856,3.015
161,2.046
14204,1.152
19707,1.185
4718,2.138
33097,3.07
36677,3.988
1471,0.807
16629,1.073
27805,1.905
12733,3.205
150,5.0
26186,4.433
30942,2.171
26010,0.782
11167,1.878
15436,1.063
194,0.818
17482,1.5
23752,2.226
18095,0.737
34881,1.5
25249,1.987
21202,1.438
28647,0.875
505,1.917
54,1.148
16203,1.999
35913,2.33
4571,0.933
18222,2.45
15640,3.757
15176,1.342
30783,1.661
16895,2.75
5786,1.125
31211,1.779
30195,0.875
30829,3.088
10894,1.726
8229,2.192
2835,1.656
2952,1.744
14561,1.913
12641,1.199
11410,2.469
11212,3.125
21493,2.109
3165,2.846
20621,4.191
9484,0.904
14716,1.249
10544,1.25
24537,2.7
18872,5.00001
8350,1.781
35233,0.776
15021,1.287
13395,1.429
717,2.21
6026,1.926
367,2.964
9471,1.089
6926,2.791
7312,3.02
28298,2.713
3145,0.571
12901,2.465
22983,1.475
19467,1.879
27251,5.00001
35420,1.089
470,1.617
3592,1.366
1525,1.375
8451,1.843
14630,0.751
6827,1.938
34311,2.432
20695,0.725
30731,3.367
4755,0.986
25088,1.34
13938,0.875
11562,1.155
26643,1.635
35025,1.758
8001,1.875
5887,1.563
1784,0.993
34315,1.739
34072,1.461
27302,0.995
9620,1.1
20482,1.341
13433,3.125
20226,2.161
13177,0.763
7779,2.274
9047,2.848
37098,2.136
14434,3.308
8882,1.686
16282,3.57
6510,5.00001
15832,2.257
25469,1.167
30122,1.976
12084,0.804
20632,1.478
25766,0.447
32162,2.955
5205,1.244
6585,2.086
12346,3.484
24073,1.489
32059,1.648
21589,3.815
14152,1.846
19283,1.188
33266,1.504
33168,3.76
26438,4.538
26813,0.824
19464,1.693
8653,1.867
27006,0.77
17197,2.885
5128,2.058
8214,1.917
13099,1.906
1241,2.046
20645,1.633
6467,1.598
27290,2.58
25169,0.543
19561,1.996
29819,5.00001
24376,3.617
11494,1.563
12704,5.00001
22031,5.00001
31355,1.228
21450,1.575
35421,1.225
16169,0.661
393,1.0
3012,3.256
14718,1.362
13551,1.281
26173,1.067
4848,1.57
33716,3.35
23836,1.272
873,2.909
10334,1.42
12587,0.896
21815,0.693
21111,1.535
31256,2.083
438,2.284
6197,0.784
33333,3.3
10744,0.851
30776,3.044
36698,0.993
20866,1.549
16303,0.995
33280,1.911
23652,0.528
24876,2.356
32727,0.526
8197,1.955
10309,0.825
7294,3.337
7960,1.58
36475,2.536
23781,0.915
307,1.172
36437,1.388
1872,3.762
26387,0.658
25966,0.958
3851,1.079
29322,1.035
19647,1.543
16391,3.25
35850,4.0
10289,2.28
3527,3.591
28481,0.934
16889,2.192
25910,3.0
26091,1.758
7495,1.219
9035,1.667
33963,3.229
24492,1.869
20597,3.812
28163,2.549
25662,1.535
29219,1.438
11533,1.6
2398,1.225
34697,0.57
11973,3.263
20459,0.367
8780,2.309
14349,1.844
33546,1.231
17670,2.794
2845,3.724
17332,4.093
37067,1.582
32457,2.034
20240,0.906
32761,1.821
29904,1.147
4817,3.901
24985,2.082
32193,1.257
16345,0.75
12430,2.224
93,0.888
16954,3.188
13166,0.782
21486,2.343
36680,3.5
10046,2.957
31312,0.711
32551,3.455
8830,2.713
2951,1.765
2511,2.361
7229,2.763
10930,1.625
35288,1.776
11028,1.857
10054,2.291
12081,3.407
16507,2.286
25304,5.00001
2848,3.647
5153,0.728
10174,2.306
13394,2.775
7560,3.2
30811,1.388
26613,0.844
53,0.821
20007,1.569
36134,0.816
2579,1.043
18799,1.211
6468,3.0
35732,1.193
33397,1.458
31223,0.467
12118,1.421
36843,1.441
33264,3.75
4254,3.652
3432,0.75
33274,1.625
4421,0.842
34511,1.25
15300,2.849
29881,1.563
14511,0.675
5337,1.623
8871,1.135
17408,0.889
28597,1.778
25831,1.623
1595,0.833
23069,1.469
9705,2.23
27114,1.565
31166,1.921
35174,5.00001
23230,5.00001
25935,1.583
19107,0.572
10189,3.485
21263,0.822
33688,1.43
4685,1.639
21527,1.76
5,3.714
36959,4.146
28027,1.807
17342,1.856
3664,3.919
3374,1.938
27344,0.751
6927,2.61
4218,1.167
30505,1.304
9492,1.639
33713,3.596
4097,3.183
11942,3.382
36652,1.984
14188,0.86
10061,1.625
19578,2.405
35101,1.51
23429,1.381
30018,1.686
1299,5.00001
7909,1.704
14941,1.909
19015,1.225
29912,4.442
15346,1.196
22394,5.00001
6061,1.653
18840,3.237
13538,0.803
33,1.599
6993,2.939
21314,1.438
29621,2.111
15288,1.443
23790,2.164
8900,0.834
30561,1.992
28442,3.673
23505,1.254
32987,1.214
35519,1.379
27329,1.063
26667,0.795
33765,1.743
10620,2.827
31803,1.985
2040,2.242
19163,1.813
29741,1.463
21749,3.368
5119,1.56
15369,1.144
3056,0.722
26515,1.417
35549,1.131
29848,0.697
36133,1.813
1756,5.00001
8509,3.5
976,2.736
5357,1.107
5167,4.676
10198,1.586
7055,1.216
5701,1.894
2627,1.023
14541,1.625
4390,2.456
36184,1.9
18089,1.563
14529,1.28
12279,1.133
15816,2.375
10234,2.495
36216,1.75
23141,1.229
8655,2.554
33456,1.804
21501,2.75
6996,2.077
1481,1.783
35266,2.019
14853,2.51
24301,3.031
2547,0.593
18662,2.385
814,2.115
649,0.708
36022,1.265
24906,2.912
7588,5.00001
35066,1.51
35703,3.133
36062,2.403
29188,1.25
3097,0.877
17769,2.181
32965,1.585
23234,4.629
26821,1.0
33310,0.55
24716,1.938
5262,3.561
17588,0.92
2226,5.00001
29018,3.176
5382,1.453
35226,2.174
28640,3.694
34745,2.66
10784,1.508
33203,0.73
17745,2.286
32708,2.765
6247,1.518
6660,4.0
4846,0.646
36850,4.746
23084,2.155
29721,1.791
23474,1.33
5846,1.163
31476,3.349
1532,1.668
32810,0.942
7428,5.00001
16926,2.53
13134,1.753
34704,1.733
14666,0.929
18538,2.38
35300,3.39
2231,1.801
25986,2.447
9254,0.873
12064,0.723
14961,2.896
10405,3.428
20934,1.128
36767,0.866
13135,2.722
25728,1.851
29609,0.875
16925,3.423
14277,1.269
25717,1.438
17147,0.589
9689,4.072
716,2.728
34817,2.5
30888,4.126
33880,4.611
29644,0.975
22329,1.632
8661,4.864
11548,1.943
4300,0.952
12209,2.408
7896,1.594
18853,0.813
29948,1.44
19549,4.391
5840,1.704
9426,1.555
22213,1.54
24675,2.26
2205,2.574
1237,1.786
29386,2.656
25485,1.381
1116,3.229
13728,2.328
25552,1.779
21647,0.953
15630,1.367
36840,3.44
27968,1.422
5726,1.731
26349,0.942
23002,1.924
34002,1.783
32456,3.631
19061,0.703
11067,3.45
28904,1.126
34365,1.77
33825,0.816
24066,4.306
21532,5.00001
13313,3.609
8553,3.209
24429,1.65
10131,1.08
21489,3.259
2183,3.836
17616,0.875
17671,2.888
27189,2.394
32118,1.654
3136,1.625
28660,4.922
5763,3.333
23719,2.271
4471,3.024
13637,2.119
22298,2.228
32453,2.654
7785,0.953
9770,4.938
488,1.0
31996,1.909
22528,1.246
35234,1.609
21580,1.293
35131,1.406
13771,1.83
4737,3.5
34476,1.585
3180,1.975
35027,2.328
10989,5.00001
27473,0.7
2080,1.414
18276,0.825
34143,0.964
26575,1.651
21691,2.869
3489,1.775
17149,1.481
5492,0.935
4520,0.788
19222,1.73
7837,1.219
17473,0.905
11040,2.482
14336,3.313
16623,0.881
28613,1.647
15220,5.00001
24154,5.00001
32317,3.993
33492,1.139
33905,1.528
32396,0.781
10339,2.137
19053,3.292
19455,1.125
11590,1.756
30372,0.675
16490,5.00001
19406,1.75
16520,1.15
25221,0.475
25858,2.038
9493,1.444
5804,0.599
13697,1.651
4049,1.835
287,2.164
33542,5.00001
5460,1.375
29350,1.55
1422,1.631
13039,1.565
2548,2.175
32064,0.615
31281,1.165
22660,3.422
31093,1.972
9996,2.394
5333,3.478
10796,4.069
36071,1.196
11757,1.661
24219,1.483
30626,1.641
12485,1.604
6845,2.311
30621,1.015
18002,0.941
18604,2.512
5292,2.889
4214,1.293
30119,2.848
22651,5.00001
16302,1.487
31509,0.431
31424,1.568
29502,0.844
1127,2.349
5913,2.5
35426,1.663
14443,0.746
7631,2.32
17610,1.869
28867,1.094
13526,3.614
17974,1.683
21161,0.67
21296,0.918
26689,1.909
14685,1.984
6966,2.26
25777,2.051
22345,2.45
9026,0.75
22968,0.605
35466,1.97
5211,0.49
1409,4.165
24034,3.341
20095,0.58
23966,2.885
9874,2.826
34614,5.00001
17365,1.167
19371,3.5
32828,1.25
16927,1.856
35534,5.00001
28685,1.772
16176,1.313
20476,1.434
29546,4.208
22475,2.238
29436,3.977
11216,1.527
28988,0.753
8483,3.75
18286,2.07
6427,2.068
34278,3.5
1914,1.844
17771,0.623
17231,1.792
21667,1.009
24320,1.25
34989,3.674
21849,3.413
11729,5.00001
12689,2.235
4874,2.136
29592,2.303
4423,5.00001
1950,3.289
6423,1.531
12096,2.472
5806,1.03
24895,1.875
27907,1.84
24269,2.75
6707,3.75
19547,1.059
18486,0.784
19074,3.7
34214,5.00001
9253,1.375
27491,2.314
285,1.917
35328,1.952
27854,0.498
16688,1.063
13441,3.011
24688,1.746
14267,2.269
8027,0.904
22842,2.444
8362,2.219
12161,2.243
18638,2.813
34356,1.563
16364,1.789
34878,5.00001
19480,2.714
1583,2.119
25708,1.047
8093,1.393
4152,0.75
19728,1.004
26485,1.116
7309,1.655
1682,2.528
1426,1.028
36241,3.236
22133,2.487
31174,2.29
26324,1.831
12876,1.875
16795,1.475
23087,0.997
19584,0.958
16964,1.135
24893,3.905
32139,2.213
25287,2.883
26160,0.957
16216,2.375
12212,2.08
34913,3.495
15785,1.775
30486,1.598
33248,2.786
19617,1.582
15359,1.618
24187,1.66
9247,0.875
3242,5.00001
12165,2.167
1916,2.896
4186,1.838
28610,3.201
2756,1.908
12922,5.00001
11980,1.004
647,1.532
1761,0.844
8479,1.487
21401,2.379
8472,2.131
13149,0.584
26263,3.105
5469,2.783
9300,1.62
8464,3.0
34349,1.813
17768,2.148
26336,4.277
34901,0.807
1253,5.00001
17832,1.629
15591,0.84
6939,4.578
13822,5.00001
26801,0.718
22505,3.123
21870,0.917
15340,2.833
827,2.293
8209,4.954
14132,3.846
19423,3.625
222,0.939
9887,1.887
19284,1.813
